,Gene,mean,median,sd,max,PTID,Time,Residual
MMP9,MMP9,3.7108798,3.66210984566658,0.330050136265071,4.76253485496179,40.0387501854037,1.36041936343024,58.600830451166
NPDC1,NPDC1,5.863272,5.84023895191903,0.248248141480582,6.33905184710475,40.027581430313,7.25829358821088,52.714124981476196
FAS,FAS,5.3043786,5.30689907264998,0.19284079064798,5.63786813707945,39.7130098835207,2.28992715883916,57.9970629576401
PAG1,PAG1,3.9212751,3.90543731127038,0.422406739878198,5.21053692947988,39.6734624023235,7.2183832788389894,53.1081543188375
ANPEP,ANPEP,5.2922429,5.29410605207159,0.142572236491111,5.62261414121976,39.5552077593752,5.85969647235692,54.5850957682679
PEAR1,PEAR1,5.7419323,5.73506441612091,0.269377340678115,6.29751976476813,39.5395333743872,11.455299543232499,49.0051670823804
BRK1,BRK1,1.2677078,1.2532008439847,0.103493480349527,1.50989848898796,39.4249580179723,5.24269308885705,55.332348893170604
AZU1,AZU1,2.6459744,2.66449421045892,0.215612816477849,3.30123644076523,39.3672057063582,4.173315698431209,56.4594785952106
P4HB,P4HB,1.6775185,1.63654342060561,0.246874414571306,2.92244525509075,39.281188376091805,10.6471413043732,50.071670319535
FGR,FGR,2.2165231,2.16533392283306,0.278843989205708,3.02922316712509,39.2423776578793,11.5637635231277,49.193858818993
FABP2,FABP2,7.7833242,7.79569766909946,0.786118253767862,9.85028374348379,39.2396491515834,2.4037666188013898,58.35658422961521
MAP4K5,MAP4K5,5.6304786,5.53358664599835,0.905795972023152,7.93315478157853,39.1690656190699,20.43574865947,40.395185721460194
IL1R1,IL1R1,5.5108288,5.51774925725802,0.181186219176824,6.0861234835981,39.165253224869204,5.39179683071721,55.4429499444136
RARRES1,RARRES1,2.4139988,2.42854294419648,0.0945284767560981,2.65857710961536,39.138786843152204,0.0,60.8612131568478
DDC,DDC,6.2426574,6.15414177292145,0.296829428289063,7.39322740760143,39.0364800093155,0.0,60.9635199906845
